,AAPL,AMZN,ATT,AUD,EUR,FBNDX,GE,GOLD,INTC,LEHM,SILVER,SPY
2004-04-13,0.480893,2.329,18.323263,0.7547,1.1946,7.54,238.461533,406.65,27.67,961.2401371,7.425,113.209999
2004-04-14,0.475714,2.3395,18.247734,0.7347,1.1962,7.52,234.461533,400.55,27.370001,959.1125943,7.05,113.389999
2004-04-15,0.523214,2.3495,18.398792,0.7412,1.1984,7.52,236.615387,399.35,26.66,958.1706833,7.115,112.959999
2004-04-16,0.521071,2.275,18.255287,0.7439,1.1993,7.53,240.230774,400.55,26.450001,960.4298485,7.135,113.830002
2004-04-19,0.50625,2.3555,18.436556,0.7466,1.2023,7.52,239.230774,401.05,26.68,959.60316,7.195,113.830002
2004-04-20,0.495179,2.26,18.398792,0.7327,1.1868,7.51,234.384613,394.85,26.07,957.7319799,6.805,111.919998
2004-04-21,0.495179,2.286,18.70846,0.7305,1.1843,7.5,236.153839,390.05,26.280001,956.4041504,6.175,112.669998
2004-04-22,0.496071,2.443,19.18429,0.7347,1.1904,7.52,237.307693,392.95,26.52,958.7855686,6.125,114.25
2004-04-23,0.494643,2.3145,19.199396,0.7338,1.1843,7.49,236.07692,395.05,27.530001,954.9253829,6.175,114.360001
2004-04-26,0.484464,2.3625,19.259819,0.735,1.1867,7.5,236.538467,396.35,27.15,955.4893734,6.17,114.199997
2004-04-27,0.481071,2.4,19.252266,0.7349,1.1925,7.51,235.0,398.75,26.879999,956.768345,6.245,114.300003
2004-04-28,0.472321,2.3485,19.040785,0.722,1.1842,7.48,230.92308,385.65,26.35,953.8387758,5.855,112.82
2004-04-29,0.478036,2.3095,19.161631,0.7212,1.1962,7.46,231.153839,387.85,26.129999,950.466248,5.865,111.830002
2004-04-30,0.460357,2.18,18.806646,0.7207,1.198,7.47,230.384613,386.75,25.73,951.7453301,6.04,110.959999
2004-05-03,0.465536,2.2205,19.055891,0.7211,1.1946,7.47,233.07692,387.15,26.040001,951.5616583,6.01,112.150002
2004-05-04,0.466786,2.1975,19.191843,0.7301,1.21,7.45,234.153839,392.65,26.280001,950.0472829,6.03,112.059998
2004-05-05,0.475893,2.213,19.222054,0.7325,1.2175,7.44,234.538467,393.25,26.200001,947.8844683,6.125,112.779999
2004-05-06,0.474643,2.157,19.108761,0.7217,1.2082,7.42,234.384613,387.75,25.98,945.4019736,5.815,111.809998
2004-05-07,0.47625,2.095,18.685801,0.7034,1.1884,7.35,230.769226,378.75,26.469999,937.5419927,5.59,109.959999
2004-05-10,0.469286,2.063,18.512085,0.6959,1.1849,7.35,231.0,378.75,26.549999,937.5984448,5.75,108.830002
2004-05-11,0.484643,2.135,18.496979,0.697,1.1872,7.36,232.692307,377.85,27.77,938.7466095,5.59,109.75
2004-05-12,0.4875,2.151,18.504532,0.6991,1.1903,7.35,233.846161,378.13,27.57,938.3678424,5.555,110.449997
2004-05-13,0.485536,2.1805,18.640484,0.6886,1.1822,7.33,233.461533,374.85,27.440001,935.8719363,5.615,109.989998
2004-05-14,0.483214,2.1525,18.504532,0.6913,1.1888,7.36,232.0,376.65,27.040001,938.9562176,5.725,110.040001
2004-05-17,0.475714,2.104,18.353474,0.6858,1.2027,7.39,230.538467,379.15,26.84,942.8189883,5.7,109.099998
2004-05-18,0.483214,2.0995,18.572508,0.6874,1.1953,7.38,234.07692,377.15,27.15,941.3242002,5.675,109.650002
2004-05-19,0.472679,2.0845,18.436556,0.6957,1.2009,7.36,232.692307,382.45,27.110001,938.6733793,5.92,109.269997
2004-05-20,0.476964,2.049,18.361027,0.6964,1.1965,7.39,232.538467,379.65,27.41,941.8128525,5.82,109.620003
2004-05-21,0.484107,2.0585,18.376133,0.6978,1.198,7.37,235.769226,384.35,27.549999,939.9908088,5.86,109.809998
2004-05-24,0.488214,2.0815,18.270393,0.6973,1.2005,7.38,236.769226,385.55,27.74,941.1042166,6.0,110.269997
2004-05-25,0.507321,2.181,18.164654,0.7098,1.2107,7.39,240.07692,388.65,28.1,941.4959514,6.0825,111.849998
2004-05-26,0.509107,2.2345,17.749245,0.7073,1.2106,7.41,240.692307,388.75,28.370001,943.9447242,6.065,112.239998
2004-05-27,0.503036,2.381,18.013596,0.7172,1.2264,7.44,240.461533,394.75,28.450001,947.6629695,6.205,112.870003
2004-05-28,0.501071,2.425,17.900303,0.7145,1.2223,7.42,239.384613,393.35,28.549999,945.2595484,6.115,112.860001
2004-06-01,0.501071,2.5115,17.930513,0.7076,1.2248,7.4,238.769226,394.65,28.33,942.83015,6.055,112.709999
2004-06-02,0.516429,2.5175,18.028702,0.6961,1.2215,7.39,239.230774,391.55,28.01,941.4848954,5.825,113.129997
2004-06-03,0.507143,2.47,17.915407,0.6888,1.2228,7.39,238.461533,388.35,27.41,942.3346392,5.735,112.089996
2004-06-04,0.513929,2.5475,18.074018,0.6958,1.2283,7.33,240.230774,389.95,28.139999,940.0563889,5.8,112.980003
2004-06-07,0.532321,2.588,18.338369,0.7072,1.2322,7.34,243.692307,393.75,28.75,941.1516559,5.895,114.699997
2004-06-08,0.541964,2.597,18.383686,0.7008,1.2269,7.34,242.07692,391.35,28.99,941.1006281,5.775,114.860001
2004-06-09,0.539286,2.512,18.595165,0.6901,1.2049,7.32,239.846161,384.65,28.4,938.9216724,5.635,113.790001
2004-06-10,0.548929,2.497,18.73867,0.6973,1.2106,7.32,242.230774,386.05,28.639999,939.198263,5.74,114.349998
2004-06-14,0.537857,2.4625,18.542295,0.6876,1.2058,7.29,242.846161,383.55,27.99,935.0319252,5.655,113.220001
2004-06-15,0.548036,2.5055,18.481873,0.6974,1.2162,7.36,244.692307,389.05,28.43,943.4325383,5.725,114.019997
2004-06-16,0.584643,2.5285,18.459215,0.6893,1.2011,7.34,247.0,384.65,28.120001,941.5325185,5.715,114.0
2004-06-17,0.585893,2.4885,18.534742,0.6824,1.2054,7.36,248.92308,388.88,27.629999,943.3869685,5.915,113.830002
2004-06-18,0.587679,2.48,18.580059,0.6888,1.2137,7.36,250.615387,394.85,27.639999,942.828546,5.975,113.629997
2004-06-21,0.577321,2.4885,18.429003,0.6903,1.2114,7.36,250.769226,393.85,27.52,943.6520463,5.855,113.199997
2004-06-22,0.589286,2.45,18.179758,0.6877,1.2108,7.36,252.692307,394.95,28.040001,943.1427569,5.865,113.769997
2004-06-23,0.601786,2.5405,18.31571,0.6881,1.2093,7.36,257.076935,395.75,28.52,943.589942,5.87,114.75
2004-06-24,0.5925,2.551,17.968279,0.6998,1.217,7.38,255.92308,402.15,27.950001,945.7042276,6.155,114.389999
2004-06-25,0.601786,2.59,17.97583,0.7006,1.2178,7.38,247.538467,401.55,27.780001,945.8730522,6.1318,113.839996
2004-06-28,0.580179,2.6695,18.240181,0.6995,1.2186,7.34,248.538467,400.88,27.379999,941.7359751,5.935,113.449997
2004-06-29,0.580357,2.6855,18.323263,0.6903,1.2081,7.36,248.692307,392.55,27.6,943.596322,5.855,113.919998
2004-06-30,0.581071,2.72,18.31571,0.6993,1.22,7.39,249.230774,394.25,27.6,947.6533593,5.77,114.529999
2004-07-01,0.576786,2.628,18.232628,0.705,1.216,7.41,246.230774,395.95,27.02,950.0676642,5.93,112.940002
2004-07-02,0.555,2.6295,18.20997,0.7133,1.2316,7.45,243.615387,397.95,26.33,954.4247412,5.995,112.879997
2004-07-06,0.552679,2.562,18.225077,0.7131,1.2284,7.44,244.846161,392.75,26.110001,953.979726,5.96,111.889999
2004-07-07,0.542679,2.55,18.013596,0.7233,1.2373,7.44,246.307693,402.45,26.34,953.8450322,6.115,112.220001
2004-07-08,0.538214,2.475,17.719032,0.7198,1.2385,7.44,243.846161,407.95,26.219999,954.1266395,6.39,111.440002
2004-07-09,0.53625,2.416,17.817221,0.7222,1.2415,7.44,247.461533,407.65,26.57,954.4163094,6.45,111.730003
2004-07-12,0.520357,2.4525,17.877644,0.7272,1.2409,7.45,250.769226,407.95,26.24,955.3342054,6.515,111.779999
2004-07-13,0.521786,2.48,17.681269,0.7249,1.2327,7.43,252.615387,401.65,26.139999,953.3717186,6.385,111.860001
2004-07-14,0.528214,2.475,17.779455,0.7238,1.238,7.43,254.846161,405.45,23.379999,953.0576394,6.605,111.519997
2004-07-15,0.588036,2.4335,17.371601,0.7228,1.2355,7.43,256.692322,404.05,23.15,952.9883289,6.635,110.800003
2004-07-16,0.575,2.355,17.44713,0.7323,1.2452,7.48,254.538467,406.65,22.73,958.1140603,6.7,110.709999
2004-07-19,0.570893,2.301,17.492447,0.7321,1.2441,7.47,255.615387,405.65,22.91,958.0440174,6.57,110.239998
2004-07-20,0.575,2.3495,17.575529,0.7276,1.233,7.44,255.461533,400.15,23.24,954.1990537,6.555,111.639999
2004-07-21,0.564643,2.238,17.522659,0.7154,1.2259,7.43,250.769226,396.75,22.559999,952.898589,6.385,109.580002
2004-07-22,0.565714,2.291,17.809668,0.715,1.2257,7.44,252.92308,395.05,23.27,953.8318126,6.4,109.879997
2004-07-23,0.548214,1.999,18.293051,0.7094,1.2093,7.45,250.153839,390.15,22.67,954.8299515,6.32,108.959999
2004-07-26,0.558214,1.939,18.693354,0.7093,1.2142,7.44,248.538467,388.95,22.969999,953.4891486,6.22,108.75
2004-07-27,0.579107,1.9555,19.138973,0.6994,1.2058,7.4,252.307693,387.25,23.27,948.2949738,6.22,109.769997
2004-07-28,0.57625,1.8985,19.18429,0.6997,1.2056,7.41,256.076935,387.85,23.459999,949.1141967,6.355,110.099998
2004-07-29,0.582857,1.929,19.18429,0.6994,1.2045,7.41,255.461533,387.55,24.24,949.9657498,6.34,110.57
2004-07-30,0.5775,1.946,19.138973,0.7027,1.2019,7.45,255.769226,391.05,24.379999,954.2130804,6.54,110.839996
2004-08-02,0.563929,1.915,19.252266,0.7032,1.2026,7.45,255.846161,392.15,24.9,954.9170645,6.58,111.07
2004-08-03,0.55875,1.8805,19.305136,0.7071,1.2061,7.46,252.846161,394.05,24.17,956.0523395,6.66,110.209999
2004-08-04,0.567679,1.856,19.327795,0.7041,1.205,7.46,252.92308,391.65,23.969999,955.8196667,6.705,110.199997
2004-08-05,0.560536,1.7805,19.093657,0.7036,1.2054,7.46,247.846161,392.85,23.67,956.9137588,6.745,108.400002
2004-08-06,0.531786,1.7745,18.768883,0.7134,1.2279,7.53,242.461533,399.75,22.77,964.8192178,6.75,106.849998
2004-08-09,0.541071,1.766,18.776436,0.7155,1.2273,7.52,245.0,400.25,22.57,963.8367376,6.71,107.0
2004-08-10,0.562857,1.855,19.070997,0.7133,1.2237,7.5,246.846161,398.65,22.540001,961.6015826,6.675,108.379997
2004-08-11,0.55375,1.828,19.101208,0.7151,1.2218,7.51,247.692307,395.45,22.16,962.2467515,6.505,108.160004
2004-08-12,0.542321,1.8145,19.063444,0.7148,1.2252,7.51,243.153839,393.75,21.24,963.2577324,6.525,106.980003
2004-08-13,0.550714,1.8065,18.927492,0.7169,1.2374,7.53,245.307693,398.95,21.559999,965.0165969,6.6,107.190002
2004-08-16,0.549643,1.8975,19.29003,0.7182,1.2363,7.52,248.461533,402.25,21.42,963.5874627,6.71,108.300003
2004-08-17,0.55125,1.9115,19.161631,0.7156,1.2354,7.53,247.230774,405.05,21.51,965.7847757,6.72,108.910004
2004-08-18,0.566786,1.968,19.320242,0.716,1.2337,7.53,252.153839,404.55,22.219999,965.0468664,6.81,110.029999
2004-08-19,0.548393,1.9315,19.297583,0.7248,1.2363,7.54,251.615387,406.65,22.01,965.7721663,6.815,109.709999
2004-08-20,0.55,1.9755,19.312689,0.724,1.2321,7.53,251.153839,412.75,21.620001,964.9369077,6.85,110.480003
2004-08-23,0.555,1.9725,19.342899,0.7136,1.2143,7.52,250.07692,409.95,21.889999,963.4436924,6.695,110.199997
2004-08-24,0.570536,1.9525,19.327795,0.7048,1.2082,7.52,251.0,403.15,21.67,963.4701513,6.555,110.349998
2004-08-25,0.590179,2.015,19.403322,0.7058,1.2083,7.53,252.230774,406.55,21.950001,964.048968,6.585,111.099998
2004-08-26,0.618929,2.0095,19.441088,0.7036,1.2102,7.54,252.230774,406.55,21.77,965.3179852,6.655,111.099998
2004-08-27,0.613393,1.995,19.516617,0.7029,1.2011,7.54,252.07692,403.25,22.02,965.2385375,6.565,111.449997
2004-08-30,0.609286,1.9155,19.486404,0.6998,1.2049,7.55,250.538467,408.05,21.6,967.0347809,6.705,110.529999
2004-08-31,0.615893,1.907,19.478851,0.7042,1.2183,7.57,252.230774,409.85,21.290001,969.3988077,6.755,111.110001
2004-09-01,0.640357,1.912,19.62991,0.7035,1.2188,7.57,252.92308,408.85,21.43,969.6028747,6.775,111.32
2004-09-02,0.636786,1.959,19.773415,0.6975,1.2175,7.55,254.846161,406.35,21.629999,966.9580008,6.755,112.580002
2004-09-03,0.629107,1.937,19.788521,0.6914,1.2058,7.52,252.615387,401.05,20.049999,962.7557215,6.555,112.120003
2004-09-07,0.638571,1.9255,20.158609,0.6947,1.2109,7.54,256.461548,397.75,19.889999,965.0702558,6.21,112.860001
2004-09-08,0.649107,1.9005,20.05287,0.6967,1.2183,7.57,258.923065,399.65,19.719999,968.592952,6.1825,112.580002
2004-09-09,0.6375,1.9035,19.864048,0.6886,1.2214,7.55,260.461548,398.95,20.17,967.1907481,6.14,112.480003
2004-09-10,0.640536,1.9285,20.067976,0.6954,1.2262,7.56,260.615387,402.75,20.57,967.9139225,6.12,113.059998
2004-09-13,0.635536,2.0005,20.271902,0.6965,1.2261,7.57,259.615387,403.95,20.799999,968.8152835,6.205,113.43
2004-09-14,0.63375,2.1335,20.10574,0.702,1.2254,7.58,260.153839,405.43,20.77,969.9839479,6.205,113.660004
2004-09-15,0.628571,2.1105,19.682779,0.6954,1.2151,7.57,257.923065,405.15,20.42,968.6633347,6.255,112.800003
2004-09-16,0.649107,2.1285,20.060423,0.699,1.2182,7.6,257.923065,404.53,20.110001,972.4418206,6.285,113.139999
2004-09-17,0.663214,2.148,20.0,0.6979,1.2187,7.58,263.230774,405.65,20.59,969.7676648,6.235,113.150002
2004-09-20,0.673393,2.1635,19.96979,0.7012,1.2176,7.59,263.153839,405.05,20.92,972.7101953,6.24,112.470001
2004-09-21,0.67875,2.1645,19.94713,0.7036,1.2336,7.6,265.076935,409.25,21.08,973.0509151,6.355,112.959999
2004-09-22,0.659286,2.069,19.909367,0.7068,1.2269,7.61,261.0,407.35,20.42,974.6067497,6.335,111.550003
2004-09-23,0.665536,2.0915,19.667673,0.7134,1.2271,7.6,257.076935,410.13,20.379999,972.6708564,6.405,110.949997
2004-09-24,0.665893,2.047,19.675226,0.7146,1.2276,7.6,257.0,407.83,20.129999,972.2419506,6.385,111.459999
2004-09-27,0.670179,1.9965,19.614803,0.7137,1.2293,7.61,254.769226,408.63,19.92,973.5623373,6.495,110.75
2004-09-28,0.679286,1.9715,19.501511,0.7179,1.2328,7.6,256.230774,412.25,19.68,972.922867,6.575,111.279999
2004-09-29,0.690714,2.042,19.645016,0.7172,1.2333,7.6,257.307678,412.95,20.07,969.9276745,6.645,111.839996
2004-09-30,0.691964,2.043,19.599697,0.7277,1.2436,7.57,258.307678,418.25,20.059999,969.1512496,6.89,111.760002
2004-10-01,0.690536,2.0235,19.879154,0.7263,1.2417,7.55,261.307678,419.47,20.85,966.5296991,6.915,113.650002
2004-10-04,0.692679,2.0505,20.317221,0.7217,1.2288,7.56,262.461548,414.05,21.129999,967.3724126,6.735,113.839996
2004-10-05,0.703036,2.048,20.543806,0.7244,1.2313,7.56,261.923065,418.75,21.32,967.5918427,7.065,113.900002
2004-10-06,0.725714,2.068,20.506042,0.7242,1.2288,7.54,264.461548,417.88,21.129999,965.6025929,7.185,114.68
2004-10-07,0.7075,2.0575,20.39275,0.7281,1.2285,7.54,261.153839,417.65,21.24,964.7220735,7.185,113.449997
2004-10-08,0.6975,2.0,20.264351,0.7349,1.2409,7.58,259.538452,422.78,20.549999,969.5841362,7.265,112.510002
2004-10-12,0.68375,2.011,20.309668,0.7308,1.2328,7.59,261.692322,415.25,20.280001,971.0322283,7.025,112.529999
2004-10-13,0.709821,1.999,20.113293,0.7262,1.2348,7.6,259.307678,416.25,20.99,972.2049838,6.865,111.540001
2004-10-14,0.803214,1.955,19.901814,0.7286,1.2388,7.61,257.384613,417.75,20.51,974.5011198,7.02,110.639999
2004-10-15,0.8125,1.9275,20.151056,0.7312,1.2469,7.6,258.076935,418.8,20.610001,972.8357935,7.07,111.260002
2004-10-18,0.852679,1.9635,20.324774,0.7253,1.2494,7.6,260.692322,416.25,20.790001,973.0378862,6.945,111.68
2004-10-19,0.846786,1.9165,20.166162,0.7271,1.2513,7.6,257.153839,419.85,20.799999,973.2560643,7.155,110.739998
2004-10-20,0.847679,1.9175,19.984894,0.7349,1.259,7.62,255.538467,424.13,21.450001,974.9850897,7.295,110.519997
2004-10-21,0.856071,1.9735,19.395769,0.7374,1.2616,7.62,256.692322,423.75,21.690001,974.6373842,7.255,111.239998
2004-10-22,0.846607,1.73,19.063444,0.7403,1.2683,7.62,253.461533,424.23,21.299999,975.2509858,7.295,109.989998
2004-10-25,0.849107,1.6985,18.874622,0.7468,1.2807,7.62,253.07692,428.45,21.309999,975.7755542,7.345,109.860001
2004-10-26,0.856607,1.6915,18.693354,0.7463,1.2769,7.62,258.692322,426.85,21.4,975.2663206,7.325,111.540001
2004-10-27,0.898214,1.7115,18.851965,0.7449,1.2713,7.59,261.153839,424.25,22.0,971.769784,7.165,112.879997
2004-10-28,0.931964,1.7225,19.146526,0.7467,1.2746,7.6,261.769226,424.35,22.27,972.2622715,7.155,113.220001
2004-10-29,0.935714,1.7065,19.07855,0.7484,1.2798,7.61,262.461548,428.55,22.26,974.5223353,7.285,113.199997
2004-11-01,0.936607,1.755,19.388218,0.7464,1.2752,7.6,261.923065,427.55,22.440001,972.2217911,7.285,113.510002
2004-11-02,0.955357,1.812,19.274923,0.7484,1.2744,7.6,261.923065,421.55,22.610001,972.8995482,7.015,113.550003
2004-11-03,0.987679,1.796,19.410875,0.7565,1.2821,7.61,264.076935,426.85,22.67,973.4883418,7.155,114.980003
2004-11-04,0.972321,1.8455,19.728098,0.7575,1.2872,7.61,269.923065,429.55,22.879999,973.4961047,7.335,116.550003
2004-11-05,0.977143,1.828,19.826284,0.7628,1.2964,7.58,270.692322,433.55,23.360001,968.7367505,7.475,117.279999
2004-11-08,0.971071,1.866,19.856495,0.7577,1.292,7.57,270.153839,431.95,23.23,968.0354222,7.46,117.110001
2004-11-09,0.965179,1.87,19.750755,0.7602,1.29,7.57,272.461548,435.15,23.08,967.8019774,7.51,116.879997
2004-11-10,0.977679,1.9045,19.614803,0.7596,1.2889,7.56,271.692322,434.55,22.860001,966.3430434,7.39,116.970001
2004-11-12,0.991071,2.023,20.143505,0.7694,1.2974,7.58,278.846161,437.85,23.690001,968.5364055,7.59,118.790001
2004-11-15,0.986429,2.0445,19.924471,0.7729,1.295,7.58,277.692322,436.75,23.77,968.7140144,7.54,118.730003
2004-11-16,0.981071,2.0035,19.735649,0.7726,1.2957,7.57,277.692322,439.45,23.84,968.0372657,7.54,117.879997
2004-11-17,0.980357,1.995,19.773415,0.7821,1.3032,7.59,279.615387,444.65,24.32,970.672602,7.64,118.580002
2004-11-18,0.989107,2.0185,19.720545,0.7779,1.296,7.6,283.307678,442.95,24.799999,971.6877088,7.54,118.739998
2004-11-19,0.985179,1.9275,19.55438,0.7838,1.3023,7.58,279.0,447.05,24.16,968.6906676,7.58,117.419998
2004-11-22,1.095536,1.9025,19.274923,0.7825,1.3049,7.59,277.615387,448.94,24.1,970.0762483,7.565,117.980003
2004-11-23,1.094107,1.9155,19.229607,0.7859,1.3087,7.59,275.461548,447.05,23.370001,969.5929756,7.53,118.160004
2004-11-24,1.14375,1.9375,19.154079,0.7869,1.3187,7.58,274.153839,449.55,23.610001,968.9890326,7.59,118.440002
2004-11-26,1.152679,1.9545,19.244713,0.7907,1.3297,7.57,272.615387,451.95,23.209999,967.4834886,7.695,118.349998
2004-11-29,1.222143,1.947,19.146526,0.7834,1.3282,7.55,271.538452,453.95,23.059999,964.4890593,7.785,117.809998
2004-11-30,1.197321,1.984,19.010574,0.7729,1.3279,7.54,272.0,450.95,22.379999,964.0228692,7.7,117.889999
2004-12-01,1.210536,1.999,19.471298,0.7768,1.3346,7.53,277.076935,454.75,23.1,963.5004558,8.015,119.230003
2004-12-02,1.164464,2.0085,19.712992,0.7742,1.327,7.53,276.461548,449.25,22.709999,962.1976299,7.875,119.330002
2004-12-03,1.119286,2.0045,19.493958,0.7817,1.3454,7.52,275.615387,455.9,23.91,967.6615667,8.0,119.25
2004-12-06,1.174643,1.9745,19.267372,0.7733,1.3409,7.53,274.384613,452.25,24.01,969.3430073,7.895,119.209999
2004-12-07,1.123036,1.91,19.191843,0.774,1.3419,7.54,271.615387,450.9,23.48,969.7450525,7.815,118.099998
2004-12-08,1.13,1.936,19.07855,0.7575,1.3337,7.56,274.692322,440.6,23.01,973.1467312,7.09,118.790001
2004-12-09,1.142679,1.991,18.897282,0.7545,1.3311,7.55,277.076935,437.3,22.76,971.7468732,6.74,119.209999
2004-12-10,1.163393,1.9525,19.116314,0.7514,1.3226,7.55,282.230774,434.2,22.559999,971.9634307,6.71,119.330002
2004-12-13,1.159107,1.9915,19.456194,0.7589,1.3312,7.55,288.307678,438.85,22.629999,972.0834414,6.78,120.370003
2004-12-14,1.165893,2.022,19.599697,0.7572,1.3296,7.56,287.538452,435.6,23.24,972.6937002,6.715,120.790001
2004-12-15,1.165357,2.05,19.395769,0.7637,1.3392,7.58,287.615387,440.6,23.139999,974.6458784,6.83,120.879997
2004-12-16,1.189286,2.0025,19.410875,0.7564,1.3244,7.54,285.461548,437.2,22.870001,970.5226793,6.67,120.809998
2004-12-17,1.160536,2.0005,19.410875,0.7623,1.3307,7.54,282.692322,441.5,22.77,969.5420457,6.77,119.440002
2004-12-20,1.12,1.9475,19.493958,0.7631,1.3396,7.54,285.461548,442.99,22.700001,969.8068141,6.82,119.470001
2004-12-21,1.137321,1.9695,19.561934,0.7649,1.3372,7.55,285.923065,441.6,23.49,970.9871428,6.895,120.389999
2004-12-22,1.138393,1.976,19.599697,0.7635,1.339,7.54,283.384613,439.7,23.450001,970.1272647,6.81,120.68
2004-12-23,1.143036,1.9465,19.660122,0.7674,1.3515,7.54,282.846161,442.25,23.540001,969.6048613,6.885,120.769997
2004-12-27,1.127857,2.1125,19.599697,0.7773,1.3617,7.52,281.307678,444.35,23.370001,967.1878237,6.985,120.519997
2004-12-28,1.146071,2.2315,19.675226,0.7785,1.3613,7.51,282.230774,443.75,23.280001,967.0833751,7.015,121.18
2004-12-29,1.150714,2.241,19.546827,0.7739,1.3607,7.5,281.230774,436.46,23.25,965.967612,6.815,121.360001
2004-12-30,1.157143,2.2485,19.456194,0.7798,1.3637,7.52,281.538452,438.0,23.25,968.1264481,6.8,121.129997
2004-12-31,1.15,2.2145,19.463745,0.7803,1.3554,7.53,280.769226,438.45,23.389999,969.8754252,6.8225,120.870003
2005-01-03,1.130179,2.226,19.327795,0.7781,1.3465,7.53,281.461548,429.55,23.07,969.9390617,6.485,120.300003
2005-01-04,1.141786,2.107,19.123867,0.7649,1.3279,7.51,278.076935,427.55,22.610001,967.0987496,6.415,118.830002
2005-01-05,1.151786,2.0885,19.214502,0.7645,1.3262,7.51,276.384613,426.55,22.389999,967.1226179,6.505,118.010002
2005-01-06,1.152679,2.0525,18.995468,0.7608,1.3173,7.51,278.615387,421.4,22.459999,967.6035768,6.425,118.610001
2005-01-07,1.236607,2.116,18.942598,0.7575,1.3054,7.51,276.923065,419.05,22.799999,967.2344242,6.42,118.440002
2005-01-10,1.231429,2.092,18.806646,0.7575,1.3074,7.51,276.230774,419.63,22.879999,967.5628638,6.435,119.0
2005-01-11,1.152857,2.082,18.617825,0.7617,1.3107,7.52,272.307678,421.65,22.540001,968.8371022,6.61,118.18
2005-01-12,1.168929,2.115,18.73867,0.7669,1.3255,7.53,274.461548,426.15,23.16,969.5178469,6.69,118.57
2005-01-13,1.246429,2.13,18.451662,0.7655,1.3224,7.54,271.0,425.2,22.82,971.4405392,6.73,117.620003
2005-01-14,1.253571,2.2275,18.436556,0.7591,1.3112,7.53,273.230774,423.15,23.02,969.9892812,6.57,118.239998
2005-01-18,1.261607,2.229,18.79154,0.7553,1.302,7.54,276.615387,423.05,22.940001,970.861797,6.64,119.470001
2005-01-19,1.247857,2.198,18.723564,0.7606,1.301,7.54,272.615387,423.15,22.6,971.3174992,6.59,118.220001
2005-01-20,1.258214,2.118,18.481873,0.7587,1.2963,7.55,272.076935,422.35,22.58,972.3657493,6.55,117.5
2005-01-21,1.25875,2.058,18.564955,0.7694,1.3039,7.56,270.230774,427.25,22.42,973.4457172,6.79,116.779999
2005-01-24,1.263571,2.019,18.534742,0.7702,1.306,7.56,271.230774,427.35,21.99,973.9088107,6.82,116.550003
2005-01-25,1.286607,2.047,18.466766,0.7652,1.2973,7.54,274.615387,422.2,22.26,971.6256917,6.695,116.879997
2005-01-26,1.290179,2.067,18.564955,0.7751,1.3073,7.54,273.0,426.8,22.42,971.2163405,6.785,117.230003
2005-01-27,1.297143,2.1155,17.877644,0.7774,1.3046,7.54,273.923065,426.2,22.309999,970.7670667,6.8,117.43
2005-01-28,1.321071,2.111,17.839878,0.775,1.3038,7.56,275.0,427.0,22.24,972.8787394,6.775,117.43
2005-01-31,1.373214,2.161,17.94562,0.7757,1.3039,7.56,277.923065,422.6,22.450001,973.2134652,6.725,118.160004
2005-02-01,1.384464,2.124,18.066465,0.774,1.3047,7.56,279.076935,421.13,22.629999,972.9400496,6.72,118.910004
2005-02-02,1.421964,2.094,18.42145,0.7782,1.3027,7.56,278.846161,421.97,22.58,972.8826711,6.755,119.269997
2005-02-03,1.389464,1.7875,18.595165,0.7711,1.2975,7.55,277.461548,417.2,22.379999,972.1694449,6.67,118.959999
2005-02-04,1.407857,1.786,18.580059,0.7704,1.2869,7.58,278.846161,414.7,23.0,975.6308212,6.625,120.230003
2005-02-07,1.409643,1.7845,18.481873,0.7675,1.2757,7.59,278.692322,413.4,22.91,976.7564139,6.515,120.07
2005-02-08,1.444643,1.815,18.587612,0.7664,1.2762,7.59,280.230774,412.7,23.41,977.0262348,6.56,120.209999
2005-02-09,1.406071,1.7945,18.413897,0.7707,1.2805,7.61,277.615387,413.35,23.299999,979.1584657,6.595,119.309998
2005-02-10,1.399286,1.789,18.202417,0.7832,1.2874,7.58,277.307678,417.8,23.5,975.9750902,6.935,119.739998
2005-02-11,1.450179,1.789,18.323263,0.7861,1.2866,7.58,278.692322,420.9,24.17,974.7824353,7.175,120.769997
2005-02-14,1.51125,1.8015,18.406343,0.788,1.2976,7.58,279.384613,425.75,24.309999,975.4598049,7.265,120.68
2005-02-15,1.57875,1.807,18.519636,0.7877,1.3027,7.57,279.923065,425.75,24.469999,974.5711054,7.315,121.129997
2005-02-16,1.609464,1.783,18.512085,0.7846,1.3029,7.56,278.615387,425.2,24.139999,972.5882888,7.215,121.209999
2005-02-17,1.568036,1.7845,18.31571,0.788,1.3071,7.56,277.153839,427.18,23.629999,971.9238377,7.345,120.230003
2005-02-18,1.550179,1.7655,18.26284,0.7884,1.3072,7.54,276.0,427.42,24.02,969.0475186,7.415,120.389999
2005-02-22,1.523036,1.736,18.149548,0.7948,1.3259,7.53,271.923065,435.85,23.76,968.2080559,7.535,118.599998
2005-02-23,1.575536,1.707,18.232628,0.7863,1.3216,7.53,271.307678,434.55,23.309999,968.8138126,7.415,119.449997
2005-02-24,1.588036,1.7345,18.247734,0.7866,1.3198,7.53,273.461548,433.75,23.700001,968.0144928,7.325,120.239998
2005-02-25,1.589107,1.7495,18.285498,0.7865,1.3245,7.53,274.0,435.25,24.09,968.1491776,7.305,121.43
