,AAPL,AMZN,ATT,AUD,EUR,FBNDX,GE,GOLD,INTC,LEHM,SILVER,SPY
2000-11-10,0.340402,1.503125,43.145771,0.5194,0.8596,6.99,414.423065,264.75,37.0,835.431427,4.685,136.625
2000-11-13,0.345982,1.390625,43.806648,0.5199,0.8571,7.0,395.673065,264.35,38.1875,837.0398432,4.67,135.5625
2000-11-14,0.361607,1.446875,43.287388,0.5193,0.8576,7.01,405.769226,264.65,40.9375,837.5805588,4.67,139.125
2000-11-15,0.354911,1.475,43.287388,0.5208,0.8575,7.02,403.846161,265.0,41.5,838.8170262,4.67,139.5625
2000-11-16,0.339286,1.390625,43.853851,0.5207,0.8532,7.03,404.807678,266.5,40.0,839.839742,4.66,137.375
2000-11-17,0.330357,1.371875,42.296074,0.5188,0.8478,7.02,399.038452,265.75,41.5,838.487412,4.65,136.640625
2000-11-20,0.33817,1.290625,43.051361,0.5141,0.8514,7.02,385.096161,266.35,41.125,838.8977008,4.64,134.6875
2000-11-21,0.335938,1.2125,43.004154,0.5094,0.844,7.02,390.384613,265.85,42.625,838.992551,4.63,135.375
2000-11-22,0.330357,1.259375,44.184292,0.5261,0.8457,7.04,373.557678,266.55,41.1875,841.386913,4.63,132.140625
2000-11-24,0.344866,1.446875,42.862537,0.5235,0.838,7.04,379.807678,266.35,43.9375,840.5449712,4.615,134.84375
2000-11-27,0.333705,1.4,41.871223,0.5256,0.8529,7.03,377.884613,270.0,43.9375,840.5097214,4.7,136.03125
2000-11-28,0.321987,1.251563,42.10725,0.5224,0.8559,7.04,383.173065,269.6,42.03125,841.8183936,4.7,133.6875
2000-11-29,0.313616,1.346875,41.682404,0.5222,0.8578,7.05,382.211548,266.55,42.75,843.3583585,4.63,133.4375
2000-11-30,0.294643,1.234375,41.49358,0.5278,0.8729,7.07,381.25,270.45,38.0625,846.6491188,4.69,132.28125
2000-12-01,0.304688,1.23125,39.416542,0.5382,0.8799,7.06,392.307678,269.4,34.125,844.5377012,4.65,132.21875
2000-12-04,0.297991,1.328125,40.030212,0.5433,0.8857,7.06,397.115387,271.2,32.9375,844.9927806,4.73,133.34375
2000-12-05,0.303571,1.26875,40.360649,0.5394,0.8799,7.09,416.346161,270.55,36.0,848.5782478,4.72,137.71875
2000-12-06,0.25558,1.18125,40.974319,0.5487,0.892,7.11,414.903839,274.75,31.75,852.4219832,4.76,135.515625
2000-12-07,0.25558,1.06875,40.974319,0.5467,0.8885,7.12,411.538452,273.85,32.3125,852.9497807,4.74,133.65625
2000-12-08,0.268973,1.171875,39.038898,0.5488,0.8888,7.11,424.519226,272.8,34.0,851.8572604,4.66,133.96875
2000-12-11,0.271205,1.265625,38.378021,0.541,0.8783,7.11,425.480774,270.85,37.4375,851.6351617,4.67,138.625
2000-12-12,0.274554,1.29375,39.463745,0.542,0.8794,7.11,406.25,270.95,36.5,852.0332202,4.68,138.03125
2000-12-13,0.267857,1.1875,40.360649,0.5416,0.877,7.13,407.692322,269.05,35.5,854.6891471,4.64,136.140625
2000-12-14,0.257813,1.134375,41.257553,0.5436,0.8923,7.15,395.673065,269.55,35.125,857.0297124,4.615,134.40625
2000-12-15,0.251116,1.14375,40.549473,0.5456,0.8966,7.16,383.173065,270.95,32.4375,857.6303222,4.58,130.96875
2000-12-18,0.254464,0.99375,40.266239,0.5424,0.896,7.16,392.307678,270.15,33.25,858.3232471,4.59,132.71875
2000-12-19,0.25,0.9125,35.168053,0.5484,0.8953,7.15,385.576935,270.25,33.4375,857.3696614,4.6,130.015625
2000-12-20,0.256696,0.834375,33.279835,0.5534,0.9093,7.17,364.903839,272.85,31.9375,860.2818071,4.61,126.25
2000-12-21,0.251116,0.759375,33.893505,0.5546,0.9166,7.19,368.269226,274.15,33.125,861.787683,4.6,127.125
2000-12-22,0.267857,0.778125,34.648792,0.5565,0.9232,7.19,375.961548,273.95,32.9375,862.5627658,4.62,130.9375
2000-12-26,0.262277,0.846875,35.356873,0.5583,0.9303,7.18,379.326935,274.45,32.875,862.16367,4.635,132.34375
2000-12-27,0.264509,0.84375,36.064957,0.5594,0.9312,7.17,370.673065,275.25,32.5625,860.1010492,4.6,133.3125
2000-12-28,0.264509,0.86875,35.592899,0.5543,0.9296,7.16,372.596161,272.25,30.9375,859.3881843,4.59,133.71875
2000-12-29,0.265625,0.778125,36.064957,0.5588,0.9427,7.16,368.75,272.25,30.0625,859.9228666,4.6,131.1875
2001-01-02,0.265625,0.69375,38.047585,0.5623,0.9517,7.21,336.538452,269.25,31.0625,867.3400051,4.57,128.8125
2001-01-03,0.292411,0.878125,38.519638,0.5566,0.928,7.17,367.788452,268.15,34.234375,862.3957688,4.5,135.0
2001-01-04,0.304688,0.775,39.086102,0.5663,0.9495,7.21,369.711548,267.55,33.796875,866.6610172,4.55,133.546875
2001-01-05,0.292411,0.728125,37.764351,0.5719,0.957,7.23,363.942322,268.15,32.0625,871.2297828,4.57,129.1875
2001-01-08,0.295759,0.746875,37.858761,0.5674,0.9467,7.24,350.480774,268.35,31.9375,872.4917534,4.57,130.1875
2001-01-09,0.30692,0.81875,39.227718,0.5635,0.9434,7.22,343.269226,267.75,32.25,870.0605895,4.57,129.84375
2001-01-10,0.295759,0.825,39.558159,0.5537,0.937,7.2,343.75,264.95,33.0,866.8270327,4.55,132.125
2001-01-11,0.321429,0.85,39.558159,0.5603,0.9519,7.19,358.173065,264.25,33.375,866.0032177,4.57,132.25
2001-01-12,0.30692,0.884375,38.472431,0.5573,0.9513,7.16,351.442322,264.3,32.125,861.9221369,4.63,132.0
2001-01-16,0.305804,0.903125,37.811558,0.5557,0.9427,7.17,364.423065,263.55,31.375,862.9445503,4.68,132.84375
2001-01-17,0.300223,0.91875,38.000378,0.5532,0.9358,7.19,359.134613,263.55,30.5,865.811735,4.715,133.453125
2001-01-18,0.333705,0.975,38.189198,0.5585,0.943,7.22,366.346161,264.55,32.1875,869.2868825,4.8,134.78125
2001-01-19,0.348214,0.996875,37.528324,0.5563,0.9342,7.2,361.538452,264.75,33.5625,866.6094361,4.745,134.015625
2001-01-22,0.34375,0.925,36.914654,0.556,0.9387,7.19,351.923065,266.95,33.375,865.3897222,4.79,134.90625
2001-01-23,0.366071,0.947656,37.24509,0.5513,0.9358,7.18,359.134613,266.55,35.375,863.3958406,4.79,135.96875
2001-01-24,0.366071,1.09375,35.781723,0.5437,0.9236,7.17,356.25,264.7,36.25,863.1448722,4.77,136.375
2001-01-25,0.356027,0.95,35.781723,0.5466,0.9244,7.19,353.365387,264.95,34.5,864.765125,4.8,136.03125
2001-01-26,0.34933,0.975,35.262463,0.5442,0.9244,7.19,343.269226,263.05,35.875,865.3250317,4.81,135.875
2001-01-29,0.387277,1.00625,36.178249,0.5436,0.9172,7.18,341.384613,263.05,37.0625,864.7789665,4.795,136.600006
2001-01-30,0.388393,0.946875,36.193352,0.5475,0.9268,7.21,355.769226,265.9,37.0,867.5038911,4.79,137.800003
2001-01-31,0.386161,0.865625,36.518127,0.5506,0.9366,7.24,353.692322,265.85,37.0,871.3979999,4.79,137.020004
2001-02-01,0.377232,0.8125,38.179756,0.5531,0.9388,7.27,355.615387,268.75,37.8125,874.3883071,4.795,137.929993
2001-02-02,0.368304,0.71875,37.613293,0.553,0.9364,7.24,356.0,267.55,35.6875,871.1059005,4.775,134.800003
2001-02-05,0.360491,0.721875,37.537766,0.5503,0.9375,7.24,368.076935,265.65,34.6875,870.8355723,4.68,135.789993
2001-02-06,0.377232,0.790625,37.575527,0.5489,0.931,7.22,366.153839,263.75,35.4375,868.963256,4.66,135.389999
2001-02-07,0.370536,0.75,36.744713,0.5464,0.9285,7.22,361.153839,263.35,34.9375,869.3008591,4.62,134.690002
2001-02-08,0.370536,0.71875,36.419941,0.5365,0.9175,7.22,362.615387,260.65,34.625,869.1044847,4.56,133.119995
2001-02-09,0.341518,0.66875,35.173717,0.5365,0.9242,7.24,351.230774,260.65,33.5,871.3562177,4.55,131.839996
2001-02-12,0.351563,0.725,36.080059,0.5397,0.9322,7.23,365.461548,261.35,34.5625,870.3129928,4.56,133.350006
2001-02-13,0.341518,0.6875,36.601208,0.534,0.9208,7.22,362.769226,260.95,32.4375,869.021627,4.56,132.259995
2001-02-14,0.348214,0.721875,35.498489,0.5282,0.918,7.21,355.846161,259.85,34.125,867.27064,4.52,132.059998
2001-02-15,0.358259,0.725,35.498489,0.5239,0.9053,7.19,369.076935,255.85,35.8125,865.3453668,4.53,133.339996
2001-02-16,0.339286,0.684375,36.042297,0.5288,0.915,7.21,361.538452,258.95,34.375,868.4604514,4.49,130.399994
2001-02-20,0.327009,0.625,36.835346,0.5237,0.9114,7.21,366.846161,256.65,31.4375,868.7884105,4.44,128.389999
2001-02-21,0.337054,0.596875,35.876133,0.5246,0.9101,7.2,363.846161,258.65,30.75,867.4521137,4.42,125.620003
2001-02-22,0.335938,0.596875,36.956192,0.5244,0.9038,7.2,362.307678,259.05,30.0,867.6054232,4.43,125.809998
2001-02-23,0.335938,0.590625,37.552872,0.5265,0.9176,7.21,355.230774,261.55,29.9375,869.3763902,4.44,124.959999
2001-02-26,0.348214,0.596875,37.990936,0.5221,0.911,7.22,369.076935,266.85,29.5,871.284694,4.455,127.620003
2001-02-27,0.345982,0.5875,38.202415,0.5258,0.9176,7.25,369.230774,268.25,29.0,874.8005139,4.44,126.440002
2001-02-28,0.325893,0.509375,36.027191,0.5263,0.9236,7.27,357.692322,267.15,28.5625,876.6339769,4.48,123.949997
2001-03-01,0.334821,0.521875,34.365559,0.528,0.9304,7.28,353.153839,265.65,29.125,878.145381,4.42,124.599998
2001-03-02,0.34375,0.5,35.173717,0.5303,0.9358,7.25,342.846161,262.85,29.3125,874.7974268,4.43,123.610001
2001-03-05,0.363839,0.63125,34.297585,0.5212,0.9286,7.25,346.769226,263.05,30.375,874.6555453,4.42,124.739998
2001-03-06,0.383929,0.59375,34.750755,0.5198,0.9337,7.24,349.384613,260.75,31.5,874.6606064,4.43,126.080002
2001-03-07,0.379464,0.6125,33.209969,0.5108,0.9295,7.27,353.692322,262.45,32.9375,877.1629358,4.45,126.980003
2001-03-08,0.371652,0.584375,34.335346,0.5119,0.933,7.28,352.846161,267.1,33.25,878.2324757,4.51,127.120003
2001-03-09,0.361607,0.6125,33.987915,0.5089,0.9328,7.26,337.0,271.75,29.4375,876.5113985,4.51,123.360001
2001-03-12,0.332589,0.53125,33.904835,0.5097,0.9291,7.26,304.615387,272.55,27.75,876.8281537,4.43,118.080002
2001-03-13,0.34933,0.55,33.935043,0.5033,0.9152,7.26,325.615387,267.85,29.375,876.1537919,4.44,120.019997
2001-03-14,0.364955,0.53125,31.805136,0.4967,0.9114,7.28,315.615387,263.45,29.0625,879.2412396,4.46,117.650002
2001-03-15,0.351563,0.54375,32.341389,0.4926,0.8974,7.29,316.0,260.65,28.5,880.4839389,4.35,117.68
2001-03-16,0.350446,0.55,31.827795,0.4943,0.8978,7.3,312.307678,259.05,27.875,881.9830896,4.31,115.010002
2001-03-19,0.367188,0.525,32.522659,0.4992,0.8999,7.29,316.153839,260.75,27.0625,880.2720062,4.33,117.349998
2001-03-20,0.351563,0.5125,30.891239,0.5021,0.9094,7.3,308.076935,261.55,24.625,882.0916623,4.35,114.199997
2001-03-21,0.359375,0.5,30.302114,0.4935,0.8965,7.3,300.0,262.95,25.5625,882.874775,4.34,112.260002
2001-03-22,0.386161,0.509375,30.596678,0.4942,0.8892,7.31,290.0,262.05,28.6875,884.4460071,4.355,111.120003
2001-03-23,0.410714,0.509375,31.616314,0.4964,0.8899,7.29,307.615387,262.3,28.8125,881.5439361,4.355,114.480003
2001-03-26,0.388929,0.547,31.155588,0.5007,0.8965,7.28,309.461548,262.65,28.3125,880.2464309,4.38,115.940002
2001-03-27,0.408393,0.582,33.157101,0.499,0.8938,7.24,322.384613,261.55,29.375,875.6414058,4.44,118.309998
2001-03-28,0.395893,0.54,31.865559,0.4938,0.8866,7.25,319.615387,260.05,26.9375,876.1132882,4.38,115.040001
2001-03-29,0.402321,0.5,32.839878,0.4935,0.8821,7.25,318.461548,258.95,26.5625,876.5850199,4.33,115.480003
2001-03-30,0.394107,0.5115,33.708458,0.4856,0.8767,7.26,322.0,257.95,26.3125,878.3022509,4.3,116.690002
2001-04-02,0.385536,0.455,33.051361,0.479,0.8792,7.25,321.538452,255.55,25.796875,877.5097156,4.32,114.199997
2001-04-03,0.361429,0.4315,32.567978,0.4873,0.8976,7.25,305.230774,257.05,25.0,878.2740093,4.31,110.389999
2001-04-04,0.348214,0.42,33.217522,0.4891,0.9011,7.25,304.615387,258.45,22.625,879.0289144,4.36,110.849998
2001-04-05,0.372679,0.456,33.564957,0.4901,0.8968,7.24,323.846161,258.55,25.625,877.5225462,4.36,115.050003
2001-04-06,0.367679,0.4185,32.703926,0.4985,0.9042,7.26,316.692322,260.05,23.625,880.9224471,4.35,113.300003
2001-04-09,0.366786,0.559,32.741692,0.4909,0.8967,7.25,323.076935,258.45,23.200001,879.8005621,4.33,114.559998
2001-04-10,0.393571,0.6005,32.469788,0.4961,0.8888,7.21,337.153839,257.65,24.77,874.7718657,4.33,116.650002
2001-04-11,0.389286,0.666,31.117825,0.5038,0.8879,7.2,332.846161,258.75,27.52,874.062829,4.39,116.730003
2001-04-12,0.400357,0.7335,31.102718,0.5105,0.8926,7.19,343.846161,260.15,28.120001,872.8325642,4.38,118.849998
2001-04-16,0.382857,0.7015,31.714502,0.5111,0.8891,7.16,343.461548,263.35,26.299999,868.8496032,4.45,117.599998
2001-04-17,0.364286,0.737,32.60574,0.5038,0.8835,7.18,349.692322,261.0,26.040001,871.7722058,4.38,119.260002
2001-04-18,0.406964,0.827,31.525681,0.5037,0.8835,7.21,368.384613,261.25,31.280001,875.6540526,4.39,124.0
2001-04-19,0.459286,0.7995,31.231117,0.5158,0.8975,7.19,373.153839,265.6,32.490002,871.6540431,4.45,125.650002
2001-04-20,0.447143,0.789,30.211479,0.515,0.9022,7.19,370.0,264.65,32.43,872.161709,4.45,124.5
2001-04-23,0.433036,0.81,29.645016,0.507,0.8962,7.21,363.076935,263.75,30.32,875.0364254,4.46,122.239998
2001-04-24,0.429107,0.784,29.984894,0.5068,0.8942,7.2,353.769226,264.15,29.139999,874.6113065,4.45,121.580002
2001-04-25,0.441429,0.8045,30.808157,0.5071,0.8975,7.19,367.769226,262.25,29.030001,873.0258619,4.38,123.169998
2001-04-26,0.440893,0.7715,30.906343,0.5118,0.9034,7.21,379.230774,264.15,28.639999,875.8991867,4.39,123.720001
2001-04-27,0.467857,0.7635,31.646526,0.5097,0.8918,7.18,384.230774,263.65,30.18,871.5370392,4.375,125.779999
2001-04-30,0.455179,0.789,31.155588,0.5124,0.8891,7.18,373.307678,264.05,30.91,872.1903213,4.34,126.660004
2001-05-01,0.463036,0.8445,32.273415,0.5171,0.8927,7.2,376.230774,264.55,31.18,874.0031746,4.37,127.050003
2001-05-02,0.474821,0.8555,32.001511,0.5209,0.8939,7.2,377.692322,265.5,31.940001,874.7928511,4.38,126.82
2001-05-03,0.445714,0.8375,31.570997,0.5188,0.8899,7.23,373.076935,266.15,30.4,877.8829193,4.34,125.209999
2001-05-04,0.459821,0.878,31.835346,0.5191,0.8925,7.24,384.076935,266.15,30.879999,878.8817388,4.35,127.339996
2001-05-07,0.445714,0.846,32.454681,0.5177,0.8903,7.23,384.307678,266.25,31.16,878.565983,4.32,126.239998
2001-05-08,0.43875,0.809,32.069485,0.5165,0.885,7.23,380.615387,264.95,31.48,878.0039069,4.33,126.18
2001-05-09,0.428214,0.7505,31.910875,0.5255,0.8863,7.25,380.230774,270.05,29.93,879.7139322,4.41,125.650002
2001-05-10,0.410714,0.731,32.205437,0.5239,0.8814,7.22,383.307678,269.25,29.01,875.8675198,4.35,126.019997
2001-05-11,0.408036,0.734,31.910875,0.5218,0.8753,7.16,377.0,268.05,27.940001,868.4190801,4.34,125.150002
2001-05-14,0.415893,0.6665,32.326283,0.5193,0.8741,7.17,382.538452,268.35,27.41,871.2150183,4.35,125.400002
2001-05-15,0.413929,0.677,32.741692,0.5222,0.8785,7.16,385.769226,268.35,27.200001,870.1618532,4.32,125.980003
2001-05-16,0.430357,0.7065,33.912388,0.5243,0.883,7.17,401.615387,272.25,28.360001,871.634626,4.47,128.949997
2001-05-17,0.420536,0.739,33.006042,0.5276,0.8828,7.18,400.846161,273.75,28.6,872.4961527,4.49,129.149994
2001-05-18,0.420179,0.736,33.625378,0.5301,0.8814,7.18,407.615387,287.55,28.76,873.1659968,4.58,129.740005
2001-05-21,0.420714,0.819,33.240181,0.5274,0.8768,7.19,410.769226,285.35,29.9,873.5166432,4.55,131.649994
2001-05-22,0.419643,0.8125,32.756798,0.5233,0.8654,7.19,405.230774,285.35,29.530001,873.3750846,4.57,131.479996
2001-05-23,0.414821,0.78,32.364048,0.5168,0.8568,7.19,395.0,283.75,28.799999,873.5251154,4.58,129.25
2001-05-24,0.414286,0.8375,32.545319,0.5213,0.8566,7.16,395.384613,279.25,29.209999,870.0492359,4.62,129.630005
2001-05-25,0.406429,0.8545,31.986404,0.5205,0.8611,7.16,384.230774,277.65,29.1,870.1814413,4.57,128.100006
2001-05-29,0.383393,0.861,32.613293,0.5172,0.8555,7.15,382.076935,273.95,27.85,870.1405476,4.53,127.080002
2001-05-30,0.353214,0.783,31.918428,0.5129,0.8568,7.16,377.076935,266.05,26.6,870.2544554,4.44,125.300003
2001-05-31,0.35625,0.8345,32.515106,0.5065,0.8453,7.2,376.923065,265.85,27.01,874.7296246,4.4,125.949997
2001-06-01,0.373036,0.8475,31.759819,0.5085,0.8475,7.21,376.923065,267.05,28.74,876.3176247,4.42,126.730003
2001-06-04,0.368929,0.8455,31.752266,0.5078,0.8457,7.22,380.384613,265.75,28.5,877.7322123,4.33,127.339996
2001-06-05,0.373929,0.822,32.02417,0.5101,0.854,7.24,378.307678,266.25,29.73,880.2385241,4.35,128.800003
2001-06-06,0.370179,0.7995,31.570997,0.5162,0.8478,7.24,375.0,266.25,29.82,880.3781388,4.35,127.730003
2001-06-07,0.386786,0.8065,31.495468,0.5207,0.8509,7.23,376.230774,266.35,31.139999,878.6888765,4.35,128.190002
2001-06-08,0.380714,0.785,31.299093,0.525,0.8505,7.21,370.307678,273.75,30.67,876.8181272,4.38,127.0
2001-06-11,0.357857,0.743,31.858006,0.522,0.8424,7.23,364.615387,268.15,30.33,879.0683939,4.35,126.099998
2001-06-12,0.362679,0.732,31.752266,0.5259,0.8535,7.24,375.153839,271.85,30.129999,880.9087437,4.39,125.879997
2001-06-13,0.365536,0.706,31.744713,0.5288,0.8553,7.24,368.076935,272.35,29.059999,880.7116191,4.42,124.800003
2001-06-14,0.355,0.6645,31.503021,0.5276,0.8624,7.25,375.846161,275.65,27.610001,882.1874948,4.47,122.0
2001-06-15,0.365,0.6245,30.44562,0.5246,0.861,7.24,375.461548,271.55,27.68,881.1356655,4.41,121.849998
2001-06-18,0.363036,0.5915,30.03021,0.5229,0.8608,7.24,376.923065,272.55,27.549999,880.7022096,4.44,121.260002
2001-06-19,0.360536,0.568,30.528702,0.5212,0.854,7.24,375.923065,273.65,26.67,880.795982,4.42,121.790001
2001-06-20,0.386964,0.6265,30.211479,0.5194,0.8547,7.25,390.538452,272.75,27.49,881.5985004,4.355,122.43
2001-06-21,0.401607,0.654,29.712992,0.5159,0.8546,7.25,394.230774,272.95,27.27,882.3190027,4.34,123.82
2001-06-22,0.3975,0.62,29.342899,0.5163,0.8576,7.28,398.923065,272.6,27.51,885.4012503,4.32,122.849998
2001-06-25,0.428393,0.6405,29.229607,0.5174,0.8591,7.27,386.538452,273.95,28.58,885.1399912,4.32,121.720001
2001-06-26,0.424107,0.6625,29.788521,0.5215,0.8635,7.25,375.307678,276.15,28.969999,882.1269661,4.36,121.550003
2001-06-27,0.416786,0.702,29.758308,0.5188,0.8597,7.24,371.230774,272.35,28.65,881.1215954,4.33,121.480003
2001-06-28,0.420357,0.718,30.067976,0.5057,0.8442,7.21,375.923065,269.25,29.639999,877.3563666,4.31,122.150002
2001-06-29,0.415179,0.7075,30.256798,0.5119,0.849,7.19,376.923065,270.85,29.25,875.4350327,4.31,122.599998
2001-07-02,0.426786,0.7265,30.664654,0.5116,0.8478,7.21,386.153839,269.55,30.059999,878.1796952,4.29,124.129997
2001-07-03,0.425714,0.7065,30.679758,0.5172,0.8484,7.2,380.846161,267.75,30.459999,876.6671505,4.27,124.099998
2001-07-05,0.414107,0.7635,31.193354,0.5146,0.8364,7.19,372.846161,265.35,29.84,875.7357661,4.23,121.68
2001-07-06,0.393393,0.7635,30.211479,0.5091,0.8476,7.2,360.692322,266.25,28.43,877.6898249,4.27,119.050003
2001-07-09,0.405357,0.7905,30.400303,0.5107,0.85,7.21,360.384613,266.65,28.9,878.9629394,4.24,119.699997
2001-07-10,0.3775,0.7805,30.400303,0.5097,0.855,7.23,352.0,266.35,27.790001,881.0157301,4.26,118.260002
2001-07-11,0.4025,0.767,31.73716,0.5053,0.8588,7.23,343.153839,268.45,28.059999,880.5648504,4.26,118.379997
2001-07-12,0.435,0.8245,31.722054,0.5059,0.8536,7.24,361.538452,266.85,30.1,882.0636629,4.27,121.190002
2001-07-13,0.44375,0.849,31.68429,0.5083,0.8547,7.24,365.0,267.35,30.190001,881.8303245,4.32,122.239998
2001-07-16,0.427857,0.8005,32.462234,0.5073,0.8522,7.25,355.538452,267.15,29.129999,883.8270897,4.22,120.709999
2001-07-17,0.448214,0.8175,33.277946,0.5096,0.8595,7.26,354.692322,268.35,29.9,884.1011162,4.25,121.839996
2001-07-18,0.37125,0.798,33.308159,0.516,0.8735,7.29,355.0,270.75,28.889999,888.1723212,4.29,121.010002
2001-07-19,0.356429,0.8245,33.111782,0.5131,0.8708,7.28,357.538452,269.55,29.959999,887.8656904,4.24,122.07
2001-07-20,0.356786,0.849,32.401814,0.5057,0.8711,7.28,358.692322,270.05,29.93,887.6950306,4.24,121.339996
2001-07-23,0.348929,0.8015,31.767372,0.5083,0.869,7.29,348.461548,268.85,29.0,888.4574646,4.26,118.949997
2001-07-24,0.340893,0.603,30.81571,0.5099,0.8739,7.29,338.461548,269.75,28.879999,889.1472049,4.26,117.800003
2001-07-25,0.329821,0.5755,32.764351,0.5083,0.8813,7.27,336.923065,267.75,29.42,886.7304186,4.23,119.099998
2001-07-26,0.331964,0.6165,33.043808,0.5093,0.8777,7.28,336.538452,266.45,29.780001,887.528833,4.26,120.349998
2001-07-27,0.338571,0.6125,33.134441,0.5086,0.8774,7.3,343.461548,267.55,29.219999,889.7212821,4.22,120.809998
2001-07-30,0.338036,0.6275,33.345921,0.5063,0.8742,7.31,335.384613,265.25,29.040001,890.9263747,4.21,120.849998
2001-07-31,0.335536,0.6245,34.010574,0.51,0.8764,7.32,334.615387,266.65,29.809999,892.3573891,4.24,121.349998
2001-08-01,0.340357,0.625,33.92749,0.5181,0.881,7.31,329.230774,267.55,30.75,891.3083043,4.24,122.110001
2001-08-02,0.353929,0.6095,33.398792,0.5205,0.8836,7.29,324.615387,268.05,32.110001,888.748375,4.245,122.610001
2001-08-03,0.348214,0.6075,32.847431,0.5169,0.8844,7.28,328.846161,268.55,31.68,887.9714812,4.24,121.940002
2001-08-06,0.341607,0.595,32.847431,0.5175,0.8813,7.29,318.384613,267.75,30.280001,888.6150244,4.21,120.300003
2001-08-07,0.34375,0.58,33.096676,0.5156,0.8777,7.29,329.0,267.65,30.620001,888.6523661,4.19,120.769997
2001-08-08,0.3375,0.5555,32.379154,0.5193,0.8804,7.32,320.384613,268.35,29.610001,892.668833,4.17,118.529999
2001-08-09,0.340179,0.523,32.598186,0.5127,0.8923,7.31,322.307678,274.15,29.65,891.5571901,4.23,118.879997
2001-08-10,0.339643,0.4975,33.625378,0.5129,0.8934,7.33,327.461548,274.55,29.950001,892.977317,4.15,119.290001
2001-08-13,0.340893,0.506,33.54985,0.5174,0.8965,7.33,324.846161,275.95,30.559999,893.9811988,4.16,119.32
2001-08-14,0.334464,0.5265,33.232628,0.5219,0.9032,7.33,321.923065,276.75,30.35,893.4934393,4.22,119.269997
2001-08-15,0.329286,0.504,32.749245,0.5286,0.914,7.32,321.384613,275.85,29.780001,892.4635708,4.17,118.239998
2001-08-16,0.333036,0.4905,32.930515,0.5244,0.9115,7.33,320.0,275.35,30.16,893.6748716,4.22,118.650002
2001-08-17,0.322679,0.4995,32.137463,0.5358,0.9182,7.35,313.846161,279.25,28.07,896.4578324,4.28,116.75
2001-08-20,0.323571,0.52,33.006042,0.5327,0.9144,7.33,319.461548,276.05,28.200001,894.2626297,4.16,117.830002
2001-08-21,0.32,0.4945,32.545319,0.5357,0.9182,7.34,311.307678,275.05,27.07,895.1750527,4.2,115.82
2001-08-22,0.325179,0.51,31.910875,0.5339,0.9144,7.34,314.230774,274.55,27.959999,895.1389693,4.215,117.019997
